YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,Air_Pressure,Air_Temperature,CurrDir010,CurrDir020,CurrDir_DCS,CurrSp010,CurrSp020,CurrSp_DCS,Salinity_0m,Salinity_10m,Salinity_20m,Watertemp_0m,Watertemp_10m,Watertemp_20m,WindDirectionGill,WindSpeedGill
2014,7,16,22,0,0,102.285.156,21.5,28.828.125,2.840.625,28.546.875,4.550.781,3.769.531,5.078.125,25,3.578.857,3.566.772,2.071.875,1.798.389,1.672.266,8.578.125,820.313
2014,7,16,23,0,0,102.304.688,21.375,29.390.625,286.875,2.840.625,5.214.844,4.492.188,5.859.375,25,3.585.083,3.570.068,204.375,1.833.105,1.712.256,8.367.188,832.031
2014,7,17,0,0,0,102.333.984,21.375,286.875,27.703.125,281.25,4.335.938,3.222.656,5.664.063,25,3.577.393,3.557.617,2.015.625,1.830.908,1.635.352,759.375,826.172
2014,7,17,1,0,0,102.402.344,21.25,3.121.875,31.921.875,281.25,5.566.406,4.804.688,546.875,25,3.596.069,3.572.998,1.996.875,1.940.479,1.744.775,6.820.313,873.047
2014,7,17,2,0,0,102.382.813,20.875,29.953.125,298.125,27.984.375,4.941.406,3.847.656,5.273.438,25,3.591.675,3.553.955,196.875,193.374,1.660.693,6.890.625,832.031
2014,7,17,3,0,0,102.363.281,20.625,29.671.875,30.796.875,27.703.125,4.824.219,3.457.031,5.078.125,25,359.314,3.559.082,193.125,1.889.795,1.667.725,6.679.688,761.719
2014,7,17,4,0,0,10.234.375,20.5,3.065.625,3.178.125,2.840.625,4.277.344,3.789.063,46.875,25,3.582.153,3.560.547,19.125,1.911.621,1.696.582,646.875,755.859
2014,7,17,5,0,0,102.294.922,20.375,3.009.375,315,281.25,43.75,359.375,46.875,25,3.583.252,3.566.772,1.903.125,1.867.383,1.713.574,6.820.313,826.172
2014,7,17,6,0,0,102.265.625,20.375,3.009.375,3.121.875,2.728.125,3.925.781,3.300.781,4.296.875,25,3.578.491,3.575.195,1.884.375,1.833.838,1.644.287,6.328.125,814.453
2014,7,17,7,0,0,102.255.859,20,29.390.625,31.078.125,27.703.125,3.359.375,2.539.063,390.625,25,3.578.125,3.560.181,1.865.625,1.842.334,1.602.246,703.125,767.578
2014,7,17,8,0,0,102.255.859,20,29.390.625,31.640.625,281.25,3.007.813,3.144.531,3.515.625,25,3.573.364,3.552.856,1.828.125,1.819.629,1.596.387,6.820.313,779.297
2014,7,17,9,0,0,102.294.922,20,28.828.125,30.234.375,27.984.375,2.734.375,2.578.125,3.710.938,25,3.571.899,3.560.547,1.809.375,1.794.873,1.641.211,6.820.313,767.578
2014,7,17,10,0,0,102.373.047,20,28.546.875,303.75,2.784.375,2.734.375,2.558.594,3.515.625,25,3.567.871,3.540.405,1.790.625,1.769.092,1.551.123,6.609.375,802.734
2014,7,17,11,0,0,102.402.344,20,29.671.875,31.078.125,28.265.625,2.402.344,2.851.563,3.320.313,25,3.567.871,354.187,17.625,1.750.488,1.507.617,6.046.875,767.578
2014,7,17,12,0,0,102.441.406,20.5,2.896.875,31.640.625,2.728.125,2.089.844,203.125,3.515.625,25,3.561.279,354.187,1.715.625,1.710.645,1.506.152,5.414.063,837.891
2014,7,17,13,0,0,102.451.172,20.5,3.290.625,3.290.625,29.953.125,3.007.813,3.515.625,3.320.313,25,356.604,3.568.604,1.753.125,1.747.852,173.335,6.679.688,691.406
2014,7,17,14,0,0,102.392.578,21,3.121.875,30.234.375,3.009.375,3.613.281,3.769.531,390.625,25,3.568.237,3.565.674,1.790.625,1.768.359,1.714.307,703.125,679.688
2014,7,17,15,0,0,102.265.625,20.5,31.359.375,30.234.375,292.5,3.183.594,3.144.531,4.101.563,25,3.569.336,3.561.646,18,1.782.715,1.676.367,9.140.625,632.813
2014,7,17,16,0,0,102.158.203,20.375,29.671.875,31.078.125,286.875,1.953.125,2.402.344,4.101.563,25,3.562.744,3.559.814,1.790.625,1.687.354,1.614.111,8.789.063,603.516
2014,7,17,17,0,0,102.041.016,20.125,303.75,30.515.625,29.109.375,2.050.781,2.148.438,4.101.563,25,3.563.477,3.555.054,1.771.875,1.686.768,1.608.691,90,679.688
2014,7,17,18,0,0,102.011.719,20.125,30.234.375,30.796.875,286.875,1.503.906,2.539.063,4.101.563,25,3.562.012,3.545.898,174.375,1.659.521,1.573.682,8.648.438,685.547
2014,7,17,19,0,0,102.011.719,20.375,2.784.375,30.234.375,28.546.875,1.777.344,2.070.313,4.296.875,25,355.835,3.550.293,17.25,1.686.035,1.597.705,8.578.125,744.141
2014,7,17,20,0,0,102.080.078,19.75,26.859.375,298.125,2.784.375,2.597.656,2.109.375,4.101.563,25,3.557.251,355.249,1.696.875,1.660.693,1.592.139,84.375,673.828
2014,7,17,21,0,0,102.099.609,19.5,2.728.125,28.828.125,2.784.375,296.875,3.105.469,4.101.563,25,3.554.321,3.541.138,166.875,1.637.988,1.552.734,8.648.438,697.266
2014,7,17,22,0,0,102.148.438,19.5,2.728.125,2.896.875,28.265.625,2.578.125,2.324.219,4.101.563,25,3.552.856,3.551.392,166.875,1.652.637,1.589.209,8.226.563,6.5625
2014,7,17,23,0,0,102.128.906,20.125,286.875,28.265.625,27.984.375,3.691.406,3.652.344,4.492.188,25,3.554.688,3.554.688,1.678.125,1.667.432,1.624.658,7.523.438,919.922
2014,7,18,0,0,0,102.167.969,19.75,2.896.875,29.671.875,28.546.875,3.945.313,421.875,4.296.875,25,3.557.617,3.553.955,16.875,1.682.373,1.638.428,759.375,808.594
2014,7,18,1,0,0,102.119.141,19.625,292.5,2.953.125,28.546.875,4.277.344,5.019.531,4.492.188,25,3.557.251,3.551.392,1.678.125,1.673.584,1.593.164,7.101.563,732.422
2014,7,18,2,0,0,102.070.313,19.625,2.953.125,30.234.375,28.828.125,3.398.438,5.292.969,46.875,25,3.556.152,3.558.716,166.875,1.666.699,1.647.803,7.453.125,767.578
2014,7,18,3,0,0,101.982.422,19.25,2.840.625,29.671.875,2.896.875,4.042.969,5.078.125,4.296.875,25,3.559.448,3.554.688,16.875,1.687.793,1.605.762,7.382.813,667.969
2014,7,18,4,0,0,101.914.063,19.875,29.109.375,29.671.875,286.875,4.453.125,484.375,4.882.813,25,3.557.251,3.550.659,1.696.875,1.674.023,1.581.006,646.875,820.313
2014,7,18,5,0,0,101.855.469,19.5,26.859.375,2.953.125,28.828.125,2.832.031,3.300.781,4.296.875,25,3.559.448,3.549.927,1.696.875,1.688.379,1.587.891,646.875,7.5
2014,7,18,6,0,0,101.787.109,19,275.625,29.671.875,28.546.875,3.613.281,37.5,390.625,25,3.557.617,3.543.701,16.875,1.672.998,1.525.928,7.453.125,673.828
2014,7,18,7,0,0,10.171.875,18.75,286.875,2.953.125,2.896.875,3.925.781,4.785.156,3.710.938,25,3.558.716,3.556.519,16.875,1.678.711,1.608.691,6.890.625,638.672
2014,7,18,8,0,0,10.171.875,18.5,29.109.375,29.390.625,29.109.375,3.300.781,4.121.094,3.710.938,25,355.835,3.552.124,16.875,1.673.877,1.581.006,7.101.563,509.766
2014,7,18,9,0,0,101.738.281,18.625,28.265.625,30.234.375,28.828.125,2.363.281,2.773.438,3.515.625,25,3.557.983,3.543.335,16.875,1.678.418,1.529.736,6.890.625,474.609
2014,7,18,10,0,0,101.757.813,18,28.546.875,29.953.125,286.875,2.636.719,3.164.063,31.25,25,3.555.786,3.544.067,1.678.125,1.646.045,1.520.947,8.226.563,3.75
2014,7,18,11,0,0,101.757.813,18.375,29.390.625,309.375,286.875,2.773.438,3.339.844,31.25,25,3.553.589,3.540.405,16.875,1.626.709,1.513.184,6.820.313,445.313
2014,7,18,12,0,0,101.806.641,18.625,30.234.375,3.009.375,29.671.875,2.792.969,3.203.125,2.734.375,25,3.555.054,3.544.434,1.696.875,1.639.893,1.523.145,8.015.625,257.813
2014,7,18,13,0,0,101.806.641,20.625,298.125,3.009.375,29.671.875,2.578.125,3.339.844,2.539.063,25,3.553.955,3.539.673,1.734.375,1.635.352,1.509.521,759.375,269.531
2014,7,18,14,0,0,101.777.344,21.25,309.375,298.125,30.515.625,2.460.938,2.890.625,2.734.375,25,355.835,3.540.771,17.625,1.683.984,1.502.197,8.015.625,328.125
2014,7,18,15,0,0,101.679.688,20.125,33.046.875,32.484.375,3.121.875,265.625,3.164.063,2.929.688,25,3.559.448,3.564.575,178.125,1.700.391,167.124,10.335.938,322.266
2014,7,18,16,0,0,101.621.094,20.875,30.796.875,29.109.375,309.375,3.007.813,2.050.781,31.25,25,3.557.617,3.543.335,1.790.625,1.700.098,151.582,13.429.688,310.547
2014,7,18,17,0,0,101.601.563,23,31.359.375,292.5,29.671.875,2.910.156,2.070.313,3.320.313,25,3.562.378,3.551.758,1.903.125,1.713.574,1.566.943,24.679.688,228.516
2014,7,18,18,0,0,1.015.625,21.5,315,29.109.375,303.75,2.402.344,1.933.594,3.320.313,25,356.604,3.546.631,189.375,1.702.881,1.555.664,27.140.625,328.125
2014,7,18,19,0,0,101.542.969,21,3.178.125,309.375,30.234.375,2.773.438,2.148.438,2.539.063,25,3.559.082,3.549.927,1.921.875,1.644.141,1.576.758,19.828.125,41.016
2014,7,18,20,0,0,101.582.031,20,31.921.875,29.953.125,3.065.625,2.441.406,171.875,3.515.625,25,3.559.082,3.549.927,196.875,1.647.949,1.548.193,2.320.313,134.766
2014,7,18,21,0,0,101.591.797,19.75,30.515.625,29.671.875,0,2.597.656,1.914.063,0,25,3.561.279,3.548.096,1.978.125,1.681.934,1.560.205,5.765.625,140.625
2014,7,18,22,0,0,101.669.922,20.25,303.75,27.984.375,31.359.375,3.671.875,265.625,5.664.063,25,3.560.547,3.550.659,2.109.375,1.801.172,1.600.342,29.039.063,175.781
2014,7,18,23,0,0,101.845.703,21.5,3.009.375,286.875,30.234.375,3.769.531,234.375,546.875,25,3.577.759,3.554.321,2.128.125,1.826.074,1.606.787,258.75,720.703
2014,7,19,0,0,0,101.904.297,22.125,2.953.125,292.5,309.375,3.300.781,2.109.375,5.078.125,25,3.570.801,3.551.758,211.875,1.771.875,1.589.648,2.446.875,697.266
2014,7,19,1,0,0,101.962.891,21.75,29.109.375,292.5,31.359.375,3.359.375,18.75,5.273.438,25,3.571.899,3.550.293,211.875,1.756.787,1.579.541,26.929.688,726.563
2014,7,19,2,0,0,101.982.422,21.25,29.671.875,29.109.375,31.078.125,2.949.219,2.089.844,4.882.813,25,3.567.139,3.551.025,2.128.125,1.715.186,15.854,2.671.875,556.641
2014,7,19,3,0,0,101.953.125,21.125,27.984.375,27.703.125,309.375,2.324.219,1.796.875,4.492.188,25,3.565.308,3.553.223,2.128.125,1.719.873,1.594.482,2.840.625,521.484
2014,7,19,4,0,0,101.953.125,21.125,3.009.375,29.390.625,31.359.375,2.519.531,1.679.688,4.296.875,25,3.561.646,3.551.025,2.128.125,1.709.619,1.584.375,2.278.125,791.016
2014,7,19,5,0,0,101.972.656,20,28.265.625,270,3.178.125,2.910.156,1.914.063,46.875,25,3.567.505,3.551.758,2.128.125,1.753.271,1.595.215,230.625,755.859
2014,7,19,6,0,0,102.021.484,20,286.875,27.984.375,3.234.375,28.125,1.699.219,4.492.188,25,3.569.702,3.556.519,2.128.125,1.763.672,1.625.244,24.960.938,539.063
2014,7,19,7,0,0,10.203.125,21.625,26.578.125,247.5,326.25,2.402.344,1.933.594,4.296.875,25,3.572.266,355.542,211.875,1.746.387,16.229,24.328.125,960.938
2014,7,19,8,0,0,102.070.313,20.375,286.875,2.503.125,337.5,2.851.563,12.5,390.625,25,3.584.717,3.555.786,2.109.375,1.814.648,1.619.385,253.125,814.453
2014,7,19,9,0,0,102.119.141,19.875,30.796.875,2.334.375,343.125,3.378.906,1.210.938,3.515.625,25,3.572.632,3.556.519,211.875,1.907.666,1.610.156,26.226.563,632.813
2014,7,19,10,0,0,102.177.734,19.5,315,213.75,34.734.375,2.539.063,1.484.375,3.710.938,25,3.569.702,3.553.223,2.128.125,1.943.701,1.603.857,25.101.563,890.625
2014,7,19,11,0,0,102.226.563,20.5,32.765.625,18.984.375,34.171.875,3.496.094,996.094,3.710.938,25,3.581.055,3.556.152,2.146.875,2.034.961,162.041,26.296.875,802.734
2014,7,19,12,0,0,102.285.156,20.875,3.290.625,230.625,337.5,3.945.313,1.347.656,3.515.625,25,3.581.055,3.564.941,215.625,2.141.455,1.799.268,28.054.688,808.594
2014,7,19,13,0,0,102.333.984,20.75,3.121.875,23.203.125,3.290.625,3.671.875,1.679.688,3.515.625,25,3.582.153,3.577.026,215.625,215.376,1.796.777,281.25,896.484
2014,7,19,14,0,0,102.333.984,20.875,3.065.625,18.984.375,326.25,2.597.656,1.484.375,2.734.375,25,3.584.717,3.560.181,2.165.625,215.376,1.851.123,28.054.688,878.906
2014,7,19,15,0,0,102.304.688,20.75,3.065.625,20.390.625,31.921.875,3.007.813,1.210.938,234.375,25,3.584.351,3.567.139,2.165.625,2.154.199,1.848.486,28.335.938,914.063
2014,7,19,16,0,0,102.216.797,20.75,298.125,20.109.375,31.921.875,2.460.938,1.503.906,15.625,25,3.583.618,356.604,2.165.625,215.874,1.876.172,275.625,1.048.828
2014,7,19,17,0,0,102.177.734,20.75,26.859.375,17.015.625,32.484.375,1.835.938,2.382.813,390.625,25,3.576.294,3.575.562,215.625,2.136.475,1.853.613,27.632.813,1.025.391
2014,7,19,18,0,0,102.177.734,20.75,219.375,163.125,1.153.125,1.835.938,3.671.875,390.625,25,3.586.914,3.572.998,2.146.875,2.129.004,1.880.127,27.984.375,902.344
2014,7,19,19,0,0,102.207.031,20.625,21.234.375,1.603.125,1.265.625,9.375,3.769.531,1.367.188,25,3.582.886,3.570.068,21.375,213.457,1.938.135,2.840.625,802.734
2014,7,19,20,0,0,102.255.859,20.375,17.859.375,15.046.875,140.625,1.953.125,4.160.156,1.757.813,25,358.252,3.571.899,2.128.125,2.130.322,1.988.818,29.320.313,744.141
2014,7,19,21,0,0,102.285.156,20.375,17.859.375,15.328.125,1.378.125,171.875,4.355.469,2.148.438,25,3.577.759,3.562.378,2.109.375,2.068.506,1.896.533,27.914.063,726.563
2014,7,19,22,0,0,102.324.219,20.875,157.5,1.265.625,112.5,2.226.563,2.988.281,1.367.188,25,3.572.998,3.554.688,2.090.625,2.008.008,1.736.426,25.242.188,744.141
2014,7,19,23,0,0,10.234.375,20.875,13.359.375,12.234.375,1.040.625,3.105.469,5.800.781,234.375,25,3.582.886,3.571.899,2.090.625,2.014.453,191.792,258.75,644.531
2014,7,20,0,0,0,102.373.047,20.875,129.375,11.953.125,10.265.625,2.929.688,4.980.469,31.25,25,3.574.829,3.578.491,2.090.625,2.028.076,1.911.328,26.859.375,638.672
2014,7,20,1,0,0,102.412.109,20.25,13.359.375,12.234.375,10.546.875,4.257.813,5.429.688,3.515.625,25,3.576.294,3.562.012,208.125,2.018.994,1.881.152,281.25,5.625
2014,7,20,2,0,0,102.402.344,20.875,12.515.625,118.125,101.25,4.746.094,609.375,3.320.313,25,3.568.604,3.564.575,208.125,197.959,1.854.346,264.375,6.5625
2014,7,20,3,0,0,102.353.516,20.625,928.125,1.209.375,8.296.875,2.890.625,5.175.781,3.320.313,25,3.578.125,3.525.024,208.125,2.060.889,1.892.578,26.507.813,632.813
2014,7,20,4,0,0,102.353.516,20.125,11.671.875,118.125,8.859.375,3.984.375,6.855.469,3.320.313,25,3.578.125,3.576.294,208.125,2.040.674,1.899.316,28.898.438,574.219
2014,7,20,5,0,0,102.304.688,20.125,112.5,11.390.625,10.265.625,4.121.094,7.109.375,3.710.938,25,3.579.224,3.578.125,208.125,2.021.338,1.972.852,27.703.125,533.203
2014,7,20,6,0,0,102.265.625,20.25,12.234.375,11.390.625,10.828.125,4.980.469,81.25,390.625,25,3.578.491,3.558.716,2.071.875,2.023.096,1.914.697,26.367.188,597.656
2014,7,20,7,0,0,102.255.859,20.375,11.953.125,11.953.125,112.5,7.792.969,81.25,11.328.125,25,3.560.547,3.564.941,204.375,1.999.658,1.996.729,25.382.813,591.797
2014,7,20,8,0,0,102.265.625,20.25,123.75,11.390.625,11.109.375,13.183.594,10.097.656,11.132.813,25,355.835,3.570.801,2.053.125,2.013.574,1.919.824,25.664.063,609.375
2014,7,20,9,0,0,102.333.984,20.375,22.078.125,129.375,11.390.625,195.313,106.25,109.375,25,3.565.674,3.568.604,1.996.875,1.954.395,1.918.799,25.242.188,544.922
2014,7,20,10,0,0,102.373.047,20.375,129.375,13.078.125,11.671.875,9.003.906,5.292.969,10.546.875,25,3.564.575,3.571.167,200.625,1.967.871,1.814.209,26.226.563,462.891
2014,7,20,11,0,0,102.421.875,19.25,123.75,18.703.125,12.234.375,9.257.813,4.882.813,1.015.625,25,356.897,356.604,2.015.625,1.953.662,1.866.504,2.953.125,421.875
2014,7,20,12,0,0,102.490.234,19.5,12.796.875,118.125,118.125,9.023.438,75,8.984.375,25,3.570.435,3.559.814,193.125,1.899.463,1.785.059,264.375,339.844
2014,7,20,13,0,0,102.529.297,19.5,1.096.875,118.125,11.671.875,3.632.813,6.601.563,8.007.813,25,3.565.674,351.001,1.884.375,1.869.434,1.777.295,30.023.438,474.609
2014,7,20,14,0,0,102.490.234,20,12.796.875,14.484.375,1.153.125,7.226.563,3.359.375,11.328.125,25,3.559.082,3.549.927,2.034.375,1.810.254,1.713.428,29.601.563,492.188
2014,7,20,15,0,0,102.421.875,19.875,12.234.375,123.75,1.153.125,1.015.625,734.375,11.523.438,25,3.563.843,3.553.955,208.125,1.877.197,1.739.941,28.476.563,603.516
2014,7,20,16,0,0,10.234.375,20.25,12.234.375,12.234.375,118.125,8.359.375,8.691.406,9.570.313,25,3.566.406,3.539.307,21,1.929.785,1.798.682,26.648.438,521.484
2014,7,20,17,0,0,102.294.922,20.375,12.796.875,13.078.125,118.125,10.996.094,7.011.719,8.789.063,25,3.566.772,3.568.604,2.109.375,1.861.963,1.712.695,25.523.438,550.781
2014,7,20,18,0,0,102.285.156,20.375,12.234.375,1.209.375,11.390.625,11.171.875,6.523.438,859.375,25,3.562.744,3.559.448,2.109.375,1.976.221,1.714.453,24.890.625,474.609
2014,7,20,19,0,0,102.294.922,20.375,1.265.625,118.125,1.153.125,10.488.281,8.652.344,8.398.438,25,3.556.519,3.551.025,2.109.375,2.052.393,1.862.842,25.945.313,386.719
2014,7,20,20,0,0,102.324.219,19.875,11.671.875,1.153.125,1.096.875,9.121.094,8.359.375,9.765.625,25,356.311,3.565.674,204.375,2.039.941,1.795.752,281.25,357.422
2014,7,20,21,0,0,102.363.281,19.75,10.265.625,11.953.125,112.5,28.125,7.285.156,9.570.313,25,3.570.801,3.560.181,200.625,1.895.361,1.760.156,27.984.375,410.156
2014,7,20,22,0,0,102.402.344,19.625,11.109.375,123.75,10.265.625,7.929.688,8.515.625,8.789.063,25,3.569.336,356.897,19.5,1.891.113,1.853.027,28.195.313,386.719
2014,7,20,23,0,0,102.441.406,20,123.75,12.796.875,1.040.625,8.515.625,7.792.969,78.125,25,3.570.068,3.571.533,193.125,1.904.297,1.809.668,25.242.188,386.719
2014,7,21,0,0,0,102.460.938,19.75,123.75,1.265.625,112.5,703.125,734.375,7.617.188,25,3.570.435,3.573.364,1.903.125,1.865.771,180.542,26.648.438,2.8125
2014,7,21,1,0,0,102.480.469,19.125,12.515.625,129.375,0,7.480.469,71.875,0,25,3.569.336,3.570.801,189.375,1.849.805,182.373,315,193.359
2014,7,21,2,0,0,102.509.766,19,118.125,1.209.375,10.546.875,7.421.875,6.601.563,703.125,25,3.572.632,3.570.801,18.75,1.859.619,1.812.598,30.867.188,269.531
2014,7,21,3,0,0,102.490.234,19,1.209.375,12.796.875,11.109.375,7.617.188,7.207.031,6.835.938,25,3.570.435,3.574.829,1.865.625,1.868.701,1.859.619,3.178.125,304.688
2014,7,21,4,0,0,102.460.938,18.875,1.209.375,12.234.375,11.109.375,7.519.531,68.75,6.640.625,25,3.572.632,3.569.336,1.865.625,1.869.727,1.859.033,309.375,316.406
2014,7,21,5,0,0,102.441.406,18.875,123.75,1.153.125,1.209.375,6.835.938,6.445.313,6.640.625,25,3.571.899,357.373,18.75,1.877.051,1.864.746,31.710.938,357.422
2014,7,21,6,0,0,102.412.109,18.75,1.265.625,12.515.625,11.953.125,6.796.875,65.625,703.125,25,3.573.364,3.575.195,1.884.375,1.881.592,1.867.969,3.065.625,333.984
2014,7,21,7,0,0,102.402.344,18.875,129.375,1.209.375,11.953.125,6.777.344,5.917.969,6.445.313,25,3.571.533,3.572.266,189.375,1.877.197,1.816.553,28.828.125,392.578
2014,7,21,8,0,0,102.421.875,18.875,12.234.375,1.209.375,12.234.375,265.625,640.625,6.054.688,25,3.572.998,3.563.843,189.375,1.883.643,1.850.977,281.25,3.75
2014,7,21,9,0,0,102.441.406,19.125,14.484.375,12.515.625,11.953.125,171.875,5.253.906,62.5,25,3.572.998,3.572.632,19.125,1.902.246,1.825.049,27.632.813,333.984
2014,7,21,10,0,0,102.509.766,18,13.078.125,12.796.875,11.953.125,6.113.281,4.628.906,6.835.938,25,3.572.632,3.580.322,1.921.875,189.126,1.849.219,34.382.813,333.984
2014,7,21,11,0,0,102.558.594,18.5,11.953.125,123.75,1.209.375,7.207.031,703.125,703.125,25,3.577.759,3.577.393,1.921.875,1.919.092,1.884.668,32.554.688,333.984
2014,7,21,12,0,0,102.607.422,18.875,11.109.375,11.671.875,1.209.375,5.527.344,7.148.438,5.664.063,25,3.577.026,3.580.688,193.125,1.927.295,1.925.977,309.375,193.359
2014,7,21,13,0,0,102.626.953,19.375,10.828.125,1.153.125,10.828.125,6.542.969,6.542.969,62.5,25,3.579.224,3.581.055,19.875,1.940.771,193.623,26.085.938,123.047
2014,7,21,14,0,0,102.587.891,19.625,13.078.125,118.125,13.359.375,5.175.781,3.847.656,5.664.063,25,3.574.463,3.572.632,20.25,1.894.482,1.825.488,23.484.375,234.375
2014,7,21,15,0,0,102.519.531,20.375,1.321.875,1.153.125,12.234.375,5.898.438,4.433.594,546.875,25,3.572.266,3.557.251,204.375,1.936.816,183.999,27.492.188,111.328
2014,7,21,16,0,0,102.421.875,20.75,12.515.625,123.75,1.209.375,5.136.719,4.980.469,5.273.438,25,3.578.125,3.582.153,2.034.375,195.835,1.913.672,180,175.781
2014,7,21,17,0,0,102.353.516,20.75,11.671.875,12.515.625,11.109.375,5.800.781,5.214.844,5.078.125,25,3.581.055,3.580.688,2.090.625,197.168,1.929.785,14.695.313,205.078
2014,7,21,18,0,0,102.363.281,20.875,11.671.875,123.75,10.828.125,5.253.906,484.375,4.882.813,25,3.578.857,3.578.857,208.125,1.989.697,1.942.969,14.765.625,310.547
2014,7,21,19,0,0,102.382.813,20.875,11.953.125,1.265.625,10.265.625,5.371.094,4.941.406,4.492.188,25,3.580.322,3.581.055,2.053.125,1.996.143,1.947.949,1.434.375,433.594
2014,7,21,20,0,0,102.402.344,20.625,123.75,1.265.625,101.25,453.125,4.707.031,390.625,25,3.578.857,3.580.322,204.375,1.999.951,1.964.355,12.726.563,392.578
2014,7,21,21,0,0,102.460.938,20.875,112.5,12.515.625,928.125,5.175.781,4.355.469,2.734.375,25,3.579.224,3.580.688,2.034.375,1.997.314,1.981.201,13.851.563,427.734
2014,7,21,22,0,0,1025,20.625,10.546.875,112.5,101.25,4.609.375,4.492.188,1.757.813,25,3.578.125,3.581.787,20.25,2.008.594,1.993.506,10.757.813,292.969
2014,7,21,23,0,0,102.529.297,20.5,11.390.625,1.153.125,12.234.375,3.671.875,4.101.563,1.953.125,25,3.577.759,3.580.688,20.25,1.986.035,1.982.959,10.757.813,263.672
2014,7,22,0,0,0,102.539.063,20.5,1.265.625,12.796.875,135,4.082.031,4.433.594,1.367.188,25,3.577.026,3.579.224,2.053.125,1.973.584,1.957.764,95.625,240.234
2014,7,22,1,0,0,102.578.125,20.375,129.375,1.209.375,13.078.125,3.808.594,390.625,1.757.813,25,3.579.224,3.583.252,20.625,1.971.387,1.950.293,7.453.125,210.938
2014,7,22,2,0,0,102.578.125,20.125,129.375,12.796.875,118.125,4.023.438,3.769.531,234.375,25,3.594.604,358.728,204.375,2.040.381,1.967.139,7.382.813,1.875
2014,7,22,3,0,0,102.539.063,20,112.5,11.953.125,1.153.125,4.179.688,3.457.031,1.953.125,25,3.591.309,3.595.703,2.034.375,2.041.406,2.020.898,5.203.125,251.953
2014,7,22,4,0,0,102.519.531,20,1.209.375,11.671.875,13.078.125,3.554.688,2.695.313,15.625,25,3.592.773,3.596.436,2.034.375,203.833,1.991.455,6.257.813,328.125
2014,7,22,5,0,0,102.470.703,19.875,12.515.625,12.234.375,129.375,3.691.406,2.597.656,1.757.813,25,3.592.773,3.596.802,204.375,2.037.305,1.997.754,73.125,287.109
2014,7,22,6,0,0,102.470.703,19.75,123.75,123.75,13.078.125,3.574.219,2.753.906,15.625,25,3.594.604,3.597.534,204.375,2.041.699,2.007.275,6.820.313,322.266
2014,7,22,7,0,0,102.441.406,19.875,11.671.875,12.234.375,118.125,3.359.375,2.753.906,15.625,25,3.593.872,3.599.365,204.375,2.054.443,2.034.375,6.398.438,357.422
2014,7,22,8,0,0,102.431.641,19.75,1.040.625,10.546.875,118.125,3.027.344,2.363.281,1.367.188,25,3.594.604,360.083,204.375,2.063.379,2.042.578,73.125,410.156
2014,7,22,9,0,0,102.451.172,19.75,123.75,1.153.125,123.75,2.304.688,1.757.813,2.148.438,25,3.596.802,3.606.689,204.375,2.059.863,2.026.465,7.101.563,486.328
2014,7,22,10,0,0,102.490.234,19.625,11.671.875,112.5,11.671.875,2.421.875,1.933.594,2.539.063,25,3.598.267,3.607.788,204.375,2.065.137,2.011.963,7.242.188,462.891
2014,7,22,11,0,0,102.529.297,20,10.546.875,9.984.375,123.75,2.773.438,2.167.969,234.375,25,3.595.703,360.083,204.375,2.066.309,2.013.428,7.453.125,568.359
2014,7,22,12,0,0,102.597.656,20.625,9.421.875,8.015.625,11.671.875,2.519.531,2.207.031,1.757.813,25,3.584.351,3.599.365,2.053.125,2.056.787,2.055.908,7.242.188,591.797
2014,7,22,13,0,0,102.617.188,21.375,9.421.875,78.75,1.378.125,1.757.813,1.777.344,1.367.188,25,3.592.041,3.598.267,2.053.125,20.625,2.007.715,67.5,685.547
2014,7,22,14,0,0,102.548.828,21.625,11.671.875,6.890.625,1.659.375,7.8125,1.054.688,15.625,25,3.593.506,3.596.802,2.053.125,2.060.449,1.977.393,6.609.375,820.313
2014,7,22,15,0,0,102.460.938,22.125,129.375,4.921.875,1.659.375,898.438,6.25,1.171.875,25,3.586.182,3.595.703,2.053.125,2.059.424,1.977.393,6.539.063,785.156
2014,7,22,16,0,0,10.234.375,22.5,13.921.875,61.875,185.625,1.523.438,820.313,15.625,25,3.584.717,35.979,2.053.125,2.053.711,1.982.373,6.820.313,650.391
2014,7,22,17,0,0,102.294.922,21.375,13.078.125,30.234.375,202.5,703.125,253.906,15.625,25,3.583.618,3.589.844,2.053.125,2.054.736,1.942.676,101.25,767.578
2014,7,22,18,0,0,102.285.156,21.375,14.765.625,3.290.625,2.109.375,859.375,410.156,1.171.875,25,3.582.886,357.373,2.053.125,2.055.029,1.839.844,95.625,785.156
2014,7,22,19,0,0,102.285.156,21.625,17.859.375,3.178.125,225,390.625,820.313,1.171.875,25,357.959,3.589.844,2.053.125,205.459,1.843.066,9.210.938,902.344
2014,7,22,20,0,0,102.304.688,21.5,202.5,421.875,24.328.125,917.969,507.813,1.367.188,25,357.959,3.565.674,2.053.125,2.052.832,176.499,9.070.313,861.328
2014,7,22,21,0,0,102.314.453,21.375,2.559.375,3.065.625,247.5,1.113.281,7.8125,1.757.813,25,358.252,3.585.449,2.053.125,2.044.482,1.869.434,8.507.813,867.188
