/SiMCosta RJ-1 buoy 
/L1 data
/missing = NULL
/latitude = -22.9616
/longitude = -43.12483
/Sensor Mount = Buoy
/Acknowledging or Crediting SiMCosta as Information Source : (Product or data name) courtesy of the Brazilian Coastal Monitoring System - SiMCosta  (www.simcosta.furg.br)
/Disclaimer: All products published on this website are not intended to be used for navigational or operational purposes.
/*Magnetic Declination Reference: Chulliat, A., S. Macmillan, P. Alken, C. Beggan, M. Nair, B. Hamilton, A. Woods, V. Ridley, S. Maus and A. Thomson, 2014. The US/UK World Magnetic Model for 2015-2020, NOAA National Geophysical Data Center, Boulder, CO, doi: 10.7289/V5TH8JNW 
/YEAR MONTH DAY HOUR MINUTE SECOND: Date/Time Data Acquisition (UTC)
/Avg_Air_Press: Average Air Pressure (mb)
/Avg_Air_Tmp: Average Air Temperature (degree Celsius)
/Avg_Hmt: Average Humidity (%)
/Avg_Wnd_Sp: Average Wind Speed (m/s)
/Avg_Wnd_Dir: Average Wind Direction (degree, magnetic north)
/Avg_Wnd_Dir_N: Average Wind Direction (degree, true north)
/M_Decl: Magnetic Declination (degree)
/Avg_Sol_Rad: Average Solar Radiation Reading (W/m²)
YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,Avg_Air_Press,Avg_Air_Tmp,Avg_Hmt,Avg_Wnd_Sp,Avg_Wnd_Dir,Avg_Wnd_Dir_N,M_Decl,Avg_Sol_Rad
2016,2,9,22,25,00,1012.71,27.90,72.10,3.20,143.00,120.39,-22.61,-30.62
2016,2,9,22,55,00,1012.94,27.10,79.30,3.20,154.00,131.39,-22.61,-28.99
2016,2,9,23,25,00,1013.03,26.60,81.40,2.00,294.00,271.39,-22.61,-28.50
2016,2,9,23,55,00,1013.45,26.50,85.10,2.30,255.00,232.39,-22.61,-29.17
2016,2,10,0,25,00,1013.68,26.00,89.10,2.00,255.00,232.39,-22.61,-28.71
2016,2,10,0,55,00,1014.06,26.00,89.40,1.70,336.00,313.39,-22.61,-29.28
2016,2,10,1,25,00,1013.98,26.10,83.70,1.70,345.00,322.39,-22.61,-28.61
2016,2,10,1,55,00,1013.81,28.30,66.00,3.00,17.00,354.39,-22.61,-28.35
2016,2,10,2,25,00,1013.70,28.30,68.20,3.70,23.00,0.39,-22.61,-28.09
2016,2,10,2,55,00,1013.74,27.90,68.20,3.50,25.00,2.39,-22.61,-27.05
2016,2,10,3,25,00,1013.52,27.00,72.00,3.00,42.00,19.39,-22.61,-27.15
2016,2,10,3,55,00,1013.29,28.80,62.10,4.70,24.00,1.39,-22.61,-28.40
2016,2,10,4,25,00,1013.11,28.40,64.00,4.10,24.00,1.39,-22.61,-28.81
2016,2,10,4,55,00,1012.96,27.80,67.40,3.40,13.00,350.39,-22.61,-27.71
2016,2,10,5,25,00,1012.70,27.00,72.50,3.10,14.00,351.39,-22.61,-27.08
2016,2,10,5,55,00,1012.42,25.80,79.40,2.70,358.00,335.39,-22.61,-27.59
2016,2,10,6,25,00,1012.27,25.70,80.90,2.90,330.00,307.39,-22.61,-27.22
2016,2,10,6,55,00,1011.92,25.70,81.80,2.80,358.00,335.39,-22.61,-26.86
2016,2,10,7,25,00,1011.69,26.90,74.80,3.20,7.00,344.39,-22.61,-25.39
2016,2,10,7,55,00,1011.62,25.20,87.10,4.70,13.00,350.39,-22.61,-26.24
2016,2,10,8,25,00,1011.71,26.60,75.00,4.10,27.00,4.39,-22.61,-25.98
2016,2,10,8,55,00,1011.95,27.40,70.00,4.40,42.00,19.39,-22.61,-23.76
2016,2,10,9,25,00,1012.28,27.30,69.40,4.40,36.00,13.39,-22.61,2.77
2016,2,10,9,55,00,1012.60,27.10,69.60,4.00,21.00,358.39,-22.61,176.87
2016,2,10,10,25,00,1012.44,27.30,68.40,4.90,24.00,1.39,-22.61,225.87
2016,2,10,10,55,00,1012.42,26.70,75.20,5.20,12.00,349.39,-22.61,398.96
2016,2,10,11,25,00,1012.72,26.40,75.70,6.00,8.00,345.39,-22.61,510.61
2016,2,10,11,55,00,1012.92,27.80,66.20,4.70,32.00,9.39,-22.61,590.37
2016,2,10,12,25,00,1012.92,29.70,58.40,3.00,45.00,22.39,-22.61,674.31
2016,2,10,12,55,00,1012.71,30.70,56.80,4.90,25.00,2.39,-22.61,626.45
2016,2,10,13,25,00,1012.61,31.50,54.00,5.00,17.00,354.39,-22.61,732.91
2016,2,10,13,55,00,1012.37,32.60,46.80,5.20,20.00,357.39,-22.61,863.04
2016,2,10,14,25,00,1011.79,33.50,43.70,4.90,24.00,1.39,-22.61,885.32
2016,2,10,14,55,00,1011.54,33.60,44.30,4.80,23.00,0.39,-22.61,899.18
2016,2,10,15,25,00,1011.60,29.40,68.10,4.60,260.00,237.39,-22.61,915.26
2016,2,10,15,55,00,1011.47,28.20,85.80,2.70,188.00,165.39,-22.61,434.59
2016,2,10,16,25,00,1011.30,27.70,88.10,1.30,63.00,40.39,-22.61,281.57
2016,2,10,16,55,00,1011.43,28.20,83.10,2.00,218.00,195.39,-22.61,429.53
2016,2,10,17,25,00,1011.36,28.00,81.70,2.70,215.00,192.39,-22.61,605.26
2016,2,10,17,55,00,1011.09,27.90,82.30,2.90,200.00,177.39,-22.61,390.27
2016,2,10,18,25,00,1011.00,28.20,82.10,3.40,190.00,167.39,-22.61,168.52
2016,2,10,18,55,00,1010.89,27.70,82.30,3.10,213.00,190.39,-22.61,301.53
2016,2,10,19,25,00,1010.81,28.20,77.10,4.00,244.00,221.39,-22.61,489.30
2016,2,10,19,55,00,1010.91,27.90,79.90,3.40,230.00,207.39,-22.61,156.06
2016,2,10,20,25,00,1011.21,27.90,80.20,3.70,235.00,212.39,-22.61,257.34
2016,2,10,20,55,00,1011.52,28.00,81.00,4.00,234.00,211.39,-22.61,69.35
2016,2,10,21,25,00,1011.70,27.50,83.30,3.80,242.00,219.39,-22.61,-6.27
2016,2,10,21,55,00,1011.87,26.80,85.90,3.40,250.00,227.39,-22.61,-31.13
2016,2,10,22,25,00,1012.35,26.10,88.50,3.30,257.00,234.39,-22.61,-31.79
2016,2,10,22,55,00,1012.43,26.10,89.90,2.80,258.00,235.39,-22.61,-31.60
2016,2,10,23,25,00,1012.77,25.80,92.40,1.00,330.00,307.39,-22.61,-29.98
2016,2,11,0,25,00,1013.48,26.90,89.00,0.40,178.00,155.39,-22.61,-28.52
2016,2,11,0,55,00,1013.54,26.90,88.90,0.60,319.00,296.39,-22.61,-28.35
2016,2,11,1,25,00,1013.51,26.60,87.80,3.60,255.00,232.39,-22.61,-28.18
2016,2,11,1,55,00,1013.49,26.30,90.20,6.50,268.00,245.39,-22.61,-27.76
2016,2,11,2,25,00,1013.25,25.70,92.20,5.00,260.00,237.39,-22.61,-27.57
2016,2,11,2,55,00,1013.26,25.80,91.90,4.30,252.00,229.39,-22.61,-27.79
2016,2,11,3,25,00,1013.03,26.00,91.30,6.80,255.00,232.39,-22.61,-27.85
2016,2,11,3,55,00,1012.84,26.00,92.20,6.30,252.00,229.39,-22.61,-28.26
2016,2,11,4,25,00,1012.86,25.90,92.30,5.90,253.00,230.39,-22.61,-28.38
2016,2,11,4,55,00,1012.57,25.80,91.50,4.70,251.00,228.39,-22.61,-28.21
2016,2,11,5,25,00,1012.10,25.70,91.00,6.70,256.00,233.39,-22.61,-27.77
2016,2,11,5,55,00,1011.65,26.20,84.60,4.90,253.00,230.39,-22.61,-26.75
2016,2,11,6,25,00,1011.64,26.30,84.10,5.10,248.00,225.39,-22.61,-26.41
2016,2,11,6,55,00,1011.61,27.00,79.20,2.70,289.00,266.39,-22.61,-25.54
2016,2,11,7,25,00,1011.75,26.00,84.20,4.50,248.00,225.39,-22.61,-25.47
2016,2,11,7,55,00,1012.09,27.30,74.30,5.80,245.00,222.39,-22.61,-25.38
2016,2,11,8,25,00,1012.54,25.90,87.50,7.30,244.00,221.39,-22.61,-30.20
2016,2,11,8,55,00,1012.76,25.00,91.30,2.70,255.00,232.39,-22.61,-46.16
2016,2,11,9,25,00,1012.90,25.70,85.10,3.40,248.00,225.39,-22.61,-41.86
2016,2,11,9,55,00,1013.08,25.60,89.80,7.60,231.00,208.39,-22.61,-33.18
2016,2,11,10,25,00,1013.23,25.10,90.80,5.70,221.00,198.39,-22.61,-18.93
2016,2,11,10,55,00,1013.61,24.20,94.00,3.80,272.00,249.39,-22.61,-5.82
2016,2,11,11,25,00,1013.88,24.30,92.80,2.60,282.00,259.39,-22.61,5.75
2016,2,11,11,55,00,1013.99,24.70,91.30,1.90,286.00,263.39,-22.61,60.21
2016,2,11,12,25,00,1014.18,24.70,92.30,1.40,350.00,327.39,-22.61,119.68
2016,2,11,12,55,00,1014.10,25.20,91.00,0.60,75.00,52.39,-22.61,364.56
2016,2,11,13,25,00,1014.41,25.50,88.70,1.70,166.00,143.39,-22.61,283.58
2016,2,11,13,55,00,1014.14,24.90,90.80,1.40,174.00,151.39,-22.61,372.83
2016,2,11,14,25,00,1014.05,25.20,91.10,1.40,159.00,136.39,-22.61,280.65
2016,2,11,14,55,00,1013.68,25.30,91.50,1.20,167.00,144.39,-22.61,229.64
2016,2,11,15,25,00,1013.38,25.50,91.40,1.50,177.00,154.39,-22.61,377.94
2016,2,11,15,55,00,1013.07,25.80,88.80,2.50,188.00,165.39,-22.61,457.73
2016,2,11,16,25,00,1012.82,25.90,89.10,1.90,166.00,143.39,-22.61,463.97
2016,2,11,16,55,00,1012.74,25.90,88.00,2.50,200.00,177.39,-22.61,429.99
2016,2,11,17,25,00,1012.46,25.90,88.40,2.10,211.00,188.39,-22.61,250.45
2016,2,11,17,55,00,1012.21,25.80,88.20,2.60,212.00,189.39,-22.61,63.02
2016,2,11,18,25,00,1011.95,25.80,88.50,3.30,230.00,207.39,-22.61,6.91
2016,2,11,18,55,00,1011.66,25.90,87.90,3.10,222.00,199.39,-22.61,48.45
2016,2,11,19,25,00,1011.43,25.90,85.80,3.60,224.00,201.39,-22.61,40.55
2016,2,11,19,55,00,1011.44,26.00,83.70,4.10,224.00,201.39,-22.61,95.64
2016,2,11,20,25,00,1011.39,25.90,83.50,4.30,222.00,199.39,-22.61,12.52
2016,2,11,20,55,00,1011.58,25.90,83.40,4.20,220.00,197.39,-22.61,-16.38
2016,2,11,21,25,00,1011.93,25.90,82.90,4.10,236.00,213.39,-22.61,-40.63
2016,2,11,21,55,00,1012.14,25.30,88.10,2.90,244.00,221.39,-22.61,-39.51
2016,2,11,22,25,00,1012.22,25.60,85.40,3.30,260.00,237.39,-22.61,-48.97
2016,2,11,22,55,00,1012.53,24.90,89.10,2.40,273.00,250.39,-22.61,-46.31
2016,2,11,23,25,00,1012.79,25.10,89.70,3.00,231.00,208.39,-22.61,-46.58
2016,2,11,23,55,00,1013.08,25.10,89.60,3.00,192.00,169.39,-22.61,-42.63
2016,2,12,0,25,00,1013.27,24.70,92.00,3.90,170.00,147.39,-22.61,-44.10
2016,2,12,0,55,00,1013.44,24.40,92.60,3.90,156.00,133.39,-22.61,-43.56
2016,2,12,1,25,00,1013.75,24.10,93.50,2.60,162.00,139.39,-22.61,-46.02
2016,2,12,1,55,00,1013.66,23.90,94.60,2.20,168.00,145.39,-22.61,-44.93
2016,2,12,2,25,00,1013.71,23.80,95.40,2.60,190.00,167.39,-22.61,-44.28
2016,2,12,2,55,00,1013.51,25.00,81.90,5.40,198.00,175.39,-22.61,-41.87
2016,2,12,3,25,00,1013.47,25.00,81.90,5.60,177.00,154.39,-22.61,-45.60
2016,2,12,3,55,00,1013.59,25.00,81.90,5.40,180.00,157.39,-22.61,-45.82
2016,2,12,4,25,00,1013.60,25.00,80.50,4.70,184.00,161.39,-22.61,-46.84
2016,2,12,4,55,00,1013.50,25.00,80.20,4.30,194.00,171.39,-22.61,-46.47
2016,2,12,5,25,00,1013.51,25.00,77.10,4.60,200.00,177.39,-22.61,-45.83
2016,2,12,5,55,00,1013.57,25.20,75.50,4.40,205.00,182.39,-22.61,-45.36
2016,2,12,6,25,00,1013.55,25.30,73.00,4.50,209.00,186.39,-22.61,-45.54
2016,2,12,6,55,00,1013.48,25.30,74.00,4.30,209.00,186.39,-22.61,-44.73
2016,2,12,7,25,00,1013.43,25.30,73.10,4.00,210.00,187.39,-22.61,-44.41
2016,2,12,7,55,00,1013.53,25.30,73.80,3.50,204.00,181.39,-22.61,-44.03
2016,2,12,8,25,00,1013.77,25.30,73.20,2.70,216.00,193.39,-22.61,-44.33
2016,2,12,8,55,00,1014.00,25.30,72.30,2.90,215.00,192.39,-22.61,-41.13
2016,2,12,9,25,00,1014.32,25.40,73.20,2.40,216.00,193.39,-22.61,-0.93
2016,2,12,9,55,00,1014.87,25.80,72.20,2.10,215.00,192.39,-22.61,95.55
2016,2,12,10,25,00,1015.39,25.60,71.20,2.50,231.00,208.39,-22.61,147.65
2016,2,12,10,55,00,1015.63,25.40,73.20,2.00,219.00,196.39,-22.61,253.84
2016,2,12,11,25,00,1015.89,25.40,73.50,2.40,224.00,201.39,-22.61,413.15
2016,2,12,11,55,00,1016.05,25.40,74.60,2.00,223.00,200.39,-22.61,343.74
2016,2,12,12,25,00,1016.19,25.40,74.20,1.60,235.00,212.39,-22.61,374.49
2016,2,12,12,55,00,1016.16,25.40,76.50,1.20,234.00,211.39,-22.61,429.33
2016,2,12,13,25,00,1016.01,25.50,74.10,1.40,215.00,192.39,-22.61,673.53
2016,2,12,13,55,00,1015.81,25.60,72.90,1.60,220.00,197.39,-22.61,763.31
2016,2,12,14,25,00,1015.61,25.70,72.20,2.80,197.00,174.39,-22.61,893.97
2016,2,12,14,55,00,1015.21,25.60,74.40,3.50,202.00,179.39,-22.61,726.68
2016,2,12,15,25,00,1014.90,25.60,74.20,3.90,196.00,173.39,-22.61,969.60
2016,2,12,15,55,00,1014.62,25.80,70.20,4.10,174.00,151.39,-22.61,962.56
2016,2,12,16,25,00,1014.46,25.80,68.40,4.10,179.00,156.39,-22.61,944.17
2016,2,12,16,55,00,1014.21,25.90,68.30,3.50,172.00,149.39,-22.61,909.55
2016,2,12,17,25,00,1014.02,26.00,66.50,3.70,177.00,154.39,-22.61,835.77
2016,2,12,17,55,00,1013.85,26.00,66.80,4.10,178.00,155.39,-22.61,269.75
2016,2,12,18,25,00,1013.74,26.10,65.00,3.70,176.00,153.39,-22.61,583.34
2016,2,12,18,55,00,1013.50,26.30,64.40,3.60,176.00,153.39,-22.61,604.20
2016,2,12,19,25,00,1013.47,26.40,64.40,3.90,176.00,153.39,-22.61,432.68
2016,2,12,19,55,00,1013.27,26.30,65.90,3.70,177.00,154.39,-22.61,337.42
2016,2,12,20,25,00,1013.21,26.40,65.50,3.80,170.00,147.39,-22.61,127.29
2016,2,12,20,55,00,1013.23,26.40,65.70,3.70,171.00,148.39,-22.61,77.27
2016,2,12,21,25,00,1013.09,26.30,67.30,3.60,162.00,139.39,-22.61,9.20
2016,2,12,21,55,00,1013.18,26.10,68.20,3.10,173.00,150.39,-22.61,-47.45
2016,2,12,22,25,00,1013.46,26.10,68.50,3.50,159.00,136.39,-22.61,-52.23
2016,2,12,22,55,00,1013.52,26.10,65.30,3.20,152.00,129.39,-22.61,-50.48
2016,2,12,23,25,00,1013.75,25.90,66.50,3.20,150.00,127.39,-22.61,-48.57
2016,2,12,23,55,00,1014.14,25.60,68.30,3.20,141.00,118.39,-22.61,-49.45
2016,2,13,0,25,00,1014.30,25.30,73.50,2.10,109.00,86.39,-22.61,-49.91
2016,2,13,0,55,00,1014.43,24.40,80.70,1.40,38.00,15.39,-22.61,-48.96
2016,2,13,1,25,00,1014.50,24.80,73.40,1.50,93.00,70.39,-22.61,-48.81
2016,2,13,1,55,00,1014.36,24.50,76.20,1.40,53.00,30.39,-22.61,-47.82
2016,2,13,2,25,00,1014.18,24.10,79.50,1.40,34.00,11.39,-22.61,-46.85
2016,2,13,2,55,00,1013.81,24.00,80.60,1.60,17.00,354.39,-22.61,-45.61
2016,2,13,3,25,00,1013.57,24.30,76.20,1.50,10.00,347.39,-22.61,-46.86
2016,2,13,3,55,00,1013.17,24.10,78.00,1.30,50.00,27.39,-22.61,-45.16
2016,2,13,4,55,00,1012.69,24.00,80.60,1.00,61.00,38.39,-22.61,-43.04
2016,2,13,5,25,00,1012.36,23.40,82.40,1.30,35.00,12.39,-22.61,-41.98
2016,2,13,5,55,00,1012.30,23.50,81.70,0.80,347.00,324.39,-22.61,-41.33
2016,2,13,6,25,00,1012.14,23.70,81.80,1.30,351.00,328.39,-22.61,-40.84
2016,2,13,6,55,00,1012.12,24.10,75.80,0.80,12.00,349.39,-22.61,-43.86
2016,2,13,7,25,00,1012.16,24.00,81.00,1.60,26.00,3.39,-22.61,-41.49
2016,2,13,7,55,00,1012.33,24.00,79.10,2.10,21.00,358.39,-22.61,-42.22
2016,2,13,8,25,00,1012.54,24.00,77.30,1.60,46.00,23.39,-22.61,-43.07
2016,2,13,8,55,00,1012.82,23.90,79.80,1.60,24.00,1.39,-22.61,-38.41
2016,2,13,9,25,00,1013.19,24.00,78.60,2.20,16.00,353.39,-22.61,-8.74
2016,2,13,9,55,00,1013.43,23.80,81.00,3.40,26.00,3.39,-22.61,98.35
2016,2,13,10,25,00,1013.58,24.00,78.10,2.60,34.00,11.39,-22.61,110.14
2016,2,13,10,55,00,1013.80,23.80,81.90,3.80,354.00,331.39,-22.61,234.30
2016,2,13,11,25,00,1014.09,23.80,83.40,3.40,5.00,342.39,-22.61,499.38
2016,2,13,11,55,00,1014.43,24.10,82.10,2.40,358.00,335.39,-22.61,580.38
2016,2,13,12,25,00,1014.43,24.30,80.20,3.10,345.00,322.39,-22.61,464.12
2016,2,13,12,55,00,1014.75,24.90,76.10,1.30,177.00,154.39,-22.61,346.34
2016,2,13,13,25,00,1014.84,25.00,77.90,1.80,164.00,141.39,-22.61,641.73
2016,2,13,13,55,00,1014.34,25.30,77.40,4.50,146.00,123.39,-22.61,532.74
2016,2,13,14,25,00,1013.88,25.20,79.00,5.90,147.00,124.39,-22.61,490.06
2016,2,13,14,55,00,1013.33,25.30,80.50,5.80,142.00,119.39,-22.61,937.81
2016,2,13,15,25,00,1013.08,25.50,78.60,6.30,148.00,125.39,-22.61,955.57
2016,2,13,15,55,00,1013.14,25.60,77.10,6.30,147.00,124.39,-22.61,868.13
2016,2,13,16,25,00,1013.03,25.80,76.30,6.30,151.00,128.39,-22.61,818.73
2016,2,13,16,55,00,1012.71,25.90,77.10,6.20,144.00,121.39,-22.61,848.27
2016,2,13,17,25,00,1012.42,26.00,76.30,6.70,153.00,130.39,-22.61,725.20
2016,2,13,17,55,00,1012.01,26.10,76.90,6.30,151.00,128.39,-22.61,572.97
2016,2,13,18,25,00,1011.64,26.20,76.80,6.30,144.00,121.39,-22.61,216.37
2016,2,13,18,55,00,1011.58,26.50,73.30,7.20,147.00,124.39,-22.61,427.98
2016,2,13,19,25,00,1011.54,26.70,74.50,7.20,137.00,114.39,-22.61,294.06
2016,2,13,19,55,00,1011.59,26.60,76.40,6.90,141.00,118.39,-22.61,165.17
2016,2,13,20,25,00,1011.40,26.50,79.40,7.20,137.00,114.39,-22.61,117.41
2016,2,13,20,55,00,1011.17,26.30,80.40,7.10,134.00,111.39,-22.61,59.31
2016,2,13,21,25,00,1011.00,26.20,78.20,7.10,135.00,112.39,-22.61,-3.56
2016,2,13,21,55,00,1011.09,26.20,78.00,6.40,130.00,107.39,-22.61,-37.23
2016,2,13,22,25,00,1011.38,26.10,81.00,4.80,133.00,110.39,-22.61,-37.49
2016,2,13,22,55,00,1011.57,26.00,82.00,4.00,129.00,106.39,-22.61,-36.22
2016,2,13,23,25,00,1011.96,25.90,82.10,3.30,126.00,103.39,-22.61,-34.83
2016,2,13,23,55,00,1012.11,25.60,83.70,2.40,113.00,90.39,-22.61,-33.46
2016,2,14,0,25,00,1012.48,25.30,85.10,1.60,107.00,84.39,-22.61,-31.89
2016,2,14,0,55,00,1012.75,25.20,86.50,1.20,205.00,182.39,-22.61,-31.48
2016,2,14,1,25,00,1012.73,25.10,86.80,1.10,192.00,169.39,-22.61,-31.31
2016,2,14,1,55,00,1012.54,24.60,88.10,1.00,23.00,0.39,-22.61,-29.67
2016,2,14,2,25,00,1012.64,24.80,82.90,0.90,9.00,346.39,-22.61,-30.56
2016,2,14,2,55,00,1012.39,25.20,84.60,0.80,0.00,337.39,-22.61,-28.76
2016,2,14,3,25,00,1012.02,25.00,78.40,0.90,31.00,8.39,-22.61,-32.24
2016,2,14,3,55,00,1011.85,25.30,80.10,1.10,72.00,49.39,-22.61,-31.06
2016,2,14,4,25,00,1011.61,25.10,82.40,2.00,66.00,43.39,-22.61,-29.71
2016,2,14,4,55,00,1011.45,24.90,85.00,1.50,4.00,341.39,-22.61,-28.81
2016,2,14,5,25,00,1011.24,25.00,83.50,1.40,15.00,352.39,-22.61,-29.35
2016,2,14,5,55,00,1011.16,24.90,84.10,1.70,35.00,12.39,-22.61,-29.39
2016,2,14,6,25,00,1011.16,24.30,87.40,0.90,67.00,44.39,-22.61,-28.37
2016,2,14,6,55,00,1011.23,24.50,87.30,0.70,117.00,94.39,-22.61,-27.62
2016,2,14,7,25,00,1011.22,24.20,89.50,0.80,45.00,22.39,-22.61,-27.89
2016,2,14,7,55,00,1011.03,24.40,87.40,0.80,71.00,48.39,-22.61,-27.87
2016,2,14,8,25,00,1011.01,24.50,87.50,2.80,18.00,355.39,-22.61,-28.64
2016,2,14,8,55,00,1011.04,24.50,84.90,2.80,40.00,17.39,-22.61,-22.38
2016,2,14,9,25,00,1011.18,24.70,85.30,4.50,44.00,21.39,-22.61,28.16
2016,2,14,9,55,00,1011.37,24.90,85.00,3.60,45.00,22.39,-22.61,146.34
2016,2,14,10,25,00,1011.47,25.20,83.40,3.50,25.00,2.39,-22.61,232.33
2016,2,14,10,55,00,1011.53,25.30,83.50,2.60,63.00,40.39,-22.61,163.23
2016,2,14,11,25,00,1011.44,25.40,83.30,0.70,102.00,79.39,-22.61,304.65
2016,2,14,11,55,00,1011.28,25.30,85.80,2.50,351.00,328.39,-22.61,264.36
2016,2,14,12,25,00,1011.19,25.60,85.30,2.20,333.00,310.39,-22.61,643.73
2016,2,14,12,55,00,1010.97,25.90,81.70,1.30,26.00,3.39,-22.61,768.46
2016,2,14,13,25,00,1010.76,25.30,86.40,1.60,158.00,135.39,-22.61,796.32
2016,2,14,13,55,00,1010.56,25.60,87.60,1.70,129.00,106.39,-22.61,422.46
2016,2,14,14,25,00,1010.29,25.90,87.00,3.00,145.00,122.39,-22.61,339.70
2016,2,14,14,55,00,1009.86,26.10,87.90,5.00,128.00,105.39,-22.61,886.31
2016,2,14,15,25,00,1009.52,26.00,88.00,5.50,140.00,117.39,-22.61,940.18
2016,2,14,15,55,00,1009.05,26.30,84.90,6.20,139.00,116.39,-22.61,934.72
2016,2,14,16,25,00,1008.61,26.60,83.60,5.40,149.00,126.39,-22.61,896.30
2016,2,14,16,55,00,1008.14,26.70,84.20,5.40,142.00,119.39,-22.61,869.40
2016,2,14,17,25,00,1007.86,27.10,82.60,5.90,145.00,122.39,-22.61,838.53
2016,2,14,17,55,00,1007.84,27.10,81.30,4.70,149.00,126.39,-22.61,652.99
2016,2,14,18,25,00,1007.78,27.20,82.10,5.10,176.00,153.39,-22.61,581.12
2016,2,14,18,55,00,1007.77,26.80,86.40,6.40,160.00,137.39,-22.61,321.08
2016,2,14,19,25,00,1007.81,26.90,86.50,6.50,163.00,140.39,-22.61,286.02
2016,2,14,19,55,00,1007.72,26.70,88.00,6.60,151.00,128.39,-22.61,343.05
2016,2,14,20,25,00,1007.56,26.70,87.60,6.50,143.00,120.39,-22.61,243.92
2016,2,14,20,55,00,1007.61,27.10,85.20,7.00,144.00,121.39,-22.61,134.84
2016,2,14,21,25,00,1007.59,27.40,80.70,6.50,140.00,117.39,-22.61,19.61
2016,2,14,21,55,00,1007.81,27.30,81.00,6.00,150.00,127.39,-22.61,-29.94
2016,2,14,22,25,00,1008.06,26.90,83.90,5.50,142.00,119.39,-22.61,-31.02
2016,2,14,22,55,00,1008.55,27.10,81.10,2.40,152.00,129.39,-22.61,-30.57
2016,2,14,23,25,00,1008.88,26.90,83.20,2.40,260.00,237.39,-22.61,-30.27
2016,2,14,23,55,00,1009.26,26.30,85.20,1.30,281.00,258.39,-22.61,-31.54
2016,2,15,0,25,00,1009.52,26.10,85.40,2.00,13.00,350.39,-22.61,-31.56
2016,2,15,0,55,00,1009.67,27.50,75.40,0.90,355.00,332.39,-22.61,-33.16
2016,2,15,1,25,00,1009.80,28.70,71.90,2.50,37.00,14.39,-22.61,-33.08
2016,2,15,1,55,00,1010.16,29.10,70.20,1.60,326.00,303.39,-22.61,-33.83
2016,2,15,2,25,00,1010.12,28.40,74.10,2.70,26.00,3.39,-22.61,-31.82
2016,2,15,2,55,00,1009.97,28.00,76.70,3.10,39.00,16.39,-22.61,-32.12
2016,2,15,3,25,00,1009.81,29.20,69.70,2.60,41.00,18.39,-22.61,-34.68
2016,2,15,3,55,00,1009.60,28.00,76.50,2.10,16.00,353.39,-22.61,-32.24
2016,2,15,4,25,00,1009.34,28.20,76.30,3.60,52.00,29.39,-22.61,-32.79
2016,2,15,4,55,00,1009.03,27.60,79.50,1.50,24.00,1.39,-22.61,-31.76
2016,2,15,5,25,00,1008.72,27.90,77.70,1.70,19.00,356.39,-22.61,-31.70
2016,2,15,5,55,00,1008.66,26.30,86.60,1.80,259.00,236.39,-22.61,-30.57
2016,2,15,6,25,00,1009.03,26.00,87.70,2.70,278.00,255.39,-22.61,-30.53
2016,2,15,6,55,00,1009.03,25.80,88.40,0.90,37.00,14.39,-22.61,-30.65
2016,2,15,7,25,00,1008.92,26.00,86.50,1.00,69.00,46.39,-22.61,-29.95
2016,2,15,7,55,00,1008.95,25.60,89.50,1.60,137.00,114.39,-22.61,-29.46
2016,2,15,8,25,00,1008.87,25.00,91.90,1.30,78.00,55.39,-22.61,-29.55
2016,2,15,8,55,00,1008.93,25.80,88.80,2.60,354.00,331.39,-22.61,-22.93
2016,2,15,9,25,00,1009.38,26.40,87.70,3.10,354.00,331.39,-22.61,17.17
2016,2,15,9,55,00,1009.96,26.50,87.70,2.60,354.00,331.39,-22.61,92.31
2016,2,15,10,25,00,1010.73,26.80,86.60,1.10,73.00,50.39,-22.61,173.05
2016,2,15,10,55,00,1010.93,26.40,86.50,3.00,111.00,88.39,-22.61,132.90
2016,2,15,11,25,00,1011.15,26.60,84.90,2.10,102.00,79.39,-22.61,120.61
2016,2,15,11,55,00,1011.36,27.40,78.70,1.50,5.00,342.39,-22.61,194.52
2016,2,15,12,25,00,1011.59,28.00,81.40,3.50,274.00,251.39,-22.61,704.13
2016,2,15,12,55,00,1011.68,26.40,88.30,2.70,255.00,232.39,-22.61,819.97
2016,2,15,13,25,00,1011.63,26.50,89.30,1.30,195.00,172.39,-22.61,802.48
2016,2,15,13,55,00,1011.66,27.50,84.90,1.00,244.00,221.39,-22.61,832.68
2016,2,15,14,25,00,1011.86,27.10,89.00,4.20,259.00,236.39,-22.61,875.75
2016,2,15,14,55,00,1011.69,26.90,91.40,2.30,232.00,209.39,-22.61,873.73
2016,2,15,15,25,00,1011.57,27.00,90.70,1.70,186.00,163.39,-22.61,918.47
2016,2,15,15,55,00,1011.54,27.30,89.50,2.70,226.00,203.39,-22.61,897.38
2016,2,15,16,25,00,1011.38,26.90,90.80,3.10,218.00,195.39,-22.61,879.87
2016,2,15,16,55,00,1011.27,26.70,89.60,4.00,221.00,198.39,-22.61,821.49
2016,2,15,17,25,00,1010.86,26.60,89.90,2.90,189.00,166.39,-22.61,748.55
2016,2,15,17,55,00,1010.62,26.50,91.40,2.70,193.00,170.39,-22.61,704.70
2016,2,15,18,25,00,1010.40,26.70,91.80,3.60,220.00,197.39,-22.61,671.15
